region,gas,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BULGARIA,HFC32,0.0011374557165412,0.0013267555048139,0.0015130223930867,0.0016975260813594,0.0018778560696321,0.0020590933579049,0.0031549502588001,0.0038196546722048,0.0050674402744363,0.0058056755324141,0.0086081954246174,0.0086728046007968,0.010109405291196,0.012820281139926,0.01636334585051,0.018626831394751,0.018457011574574,0.020335921719456,0.021660113675772
BULGARIA,HFC125,0.0062915846732855,0.0073447172910127,0.00837817760874,0.0094003493264673,0.010519338144195,0.011766422898729,0.017893781849608,0.023523311678285,0.08002807260171,0.11094531457165,0.030178538930093,0.030262068783905,0.032150308113006,0.035350031793765,0.044508545653087,0.04531628724783,0.046101571242692,0.049685417725668,0.051411041749862
BULGARIA,HFC143a,0.0052496010721906,0.006131003495827,0.0069914499194633,0.0078390303430997,0.0086538367667361,0.0094727351903724,0.013093251145954,0.01392814302,0.015628482672723,0.017440085164478,0.021191264527237,0.02112320408472,0.021478123146218,0.021760158017814,0.027205231640242,0.026166910697657,0.026768912166941,0.028438496883316,0.028849585297674
BULGARIA,HFC152a,0.07701389306,0.22453871444,0.30406327156,0.27950764224,0.3659708828,0.26085578304,0.21780858123,0.17551946646,0.1418038875,0.1458763289466,0.167361852,0.163012097,0.171370072,0.092542954,0.067603451333333,0.035800569444444,0.035800569444444,0.016886441259259,0.016886441259259
BULGARIA,HFC227ea,0.000370278,0.00046165,0.000575569,0.0007176,0.0008757,0.0008757,0.00125814,0.00126382,0.00131147,0.001360295,0.001360295,0.001403918,0.001414193,0.001513628,0.0015523705127979,0.0020389025,0.00223696,0.0024780706666667,0.0027866373846229
BULGARIA,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BULGARIA,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROATIA,CO2,28110.62237865341,27929.872632776758,29252.137887687793,28062.329594634255,26647.859593254856,26252.30780697104,25686.310222392272,24251.79612597836,23787.70377112329,22514.853358677126,23516.261399538722,23655.054557976742,24169.558672328174,23319.803126561623,23724.36155085374,23143.606637973,24252.91896648783,23990.5465602272,24008.593835935375
CROATIA,CH4,125.37408713607864,130.51713571823473,136.37822282782872,131.75449093532524,136.0876590913539,130.35228160634009,134.9102168984445,130.21077368825115,131.30312239512446,132.52678364584102,140.4438595849661,143.02157848876234,143.15628043432935,136.47955786610936,134.66440442645597,130.7197753304925,128.6728978600972,124.97798520021257,121.78947392445008
CROATIA,N2O,8.81785906269667,9.070589189923677,9.278481744011788,9.386641333215755,8.09214895519423,8.686250088343886,8.88449125417375,8.86172836063397,8.864023476273198,8.465143229967932,8.84886831244248,9.211956903382042,9.062135550485573,9.15024153542712,9.15298181707799,9.607011499511005,8.80380806742065,8.38134344517735,8.319449699859748
CROATIA,PFCs,0.0,0.0,0.0,0.0,0.0,0.00035164800000000003,0.0002832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROATIA,SF6,0.000571354,0.000570537,0.000572337,0.000525267,0.000352104,0.000392576,0.000410764,0.000402494,0.000265439,0.000296712,0.000228764,0.000280314,0.000252199,0.000243999,0.00023579991456128,0.00025181770020492,0.00023597173090399,0.00022112289064871,0.00021623054934452
CROATIA,HFC134a,0.06703176777,0.08091857399,0.0974513913,0.112660908288,0.1318921825,0.15931032814,0.172739459968,0.17963014916,0.19314353316,0.210428553044,0.22222091624,0.25243094096,0.27877979016,0.31198792894,0.34346673802,0.370679918706,0.40126638511255,0.43102587050339,0.46021224799786
CROATIA,HFC23,0.0,0.0,0.0,0.0,0.0,6.55e-05,3.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROATIA,HFC32,0.0043890127,0.01132117255,0.02091699721,0.030629954952,0.04136551082,0.05058307281,0.059802375777,0.06919798321,0.07866932969,0.088857870576,0.10060577044,0.11402174264,0.13193653842,0.16633268589,0.20263827955163,0.24395884732951,0.26944745770799,0.30381904831399,0.33754597123478
CROATIA,HFC125,0.01382699509,0.02176065996,0.03313231572,0.04408407475,0.05630550067,0.06741742738,0.078034480361,0.0903469812596,0.10092023837,0.113668828496,0.1290740293,0.147684065832,0.17064444775,0.188205386142,0.20267124182,0.214678057062,0.23248611146787,0.24724635324317,0.26210472371755
CROATIA,HFC143a,0.0104458614,0.01157557934,0.01357821748,0.01501690622,0.01672552456,0.0189324017,0.02051728396,0.02390447036,0.0253014347,0.02826835024,0.03234631984,0.03841919644,0.04406593529,0.04528410734,0.046014030273333,0.046827228384444,0.049329573553392,0.050678062291189,0.052232739630475
CROATIA,HFC152a,0.0,0.0004,0.0004,0.0,0.000235,0.036094,0.0,0.0,1.4534e-06,1.4707e-06,1.51107e-06,1.55144e-06,1.59182e-06,1.63219e-06,1.6725621986797e-06,1.7129362649063e-06,1.7533083532083e-06,1.7936811376111e-06,1.8340541172549e-06
CROATIA,HFC227ea,5.79802e-05,0.000173093,0.000382297,0.000393947,0.000467217,0.000534919,0.000653202,0.000911474,0.000909575,0.000887112,0.000890428,0.00084953,0.0008501094,0.00080381694,0.00080766439,0.000760576,0.0007446108,0.00072487542,0.00069727909666667
CROATIA,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROATIA,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,CO2,7976.538863366896,8080.544334775117,8407.346028419335,8674.389691669887,8491.535691087192,8098.38535997748,7862.744547204228,7325.027442922111,6621.3400537262,6978.806991692266,7079.532623236853,7446.155485244307,7651.602199726993,7533.166933706673,7537.366210903256,7218.5797636383795,7327.151134907534,7588.770589061194,7594.400258942689
CYPRUS,CH4,21.644530558126675,21.98236885069158,22.18266258018584,22.41557487636073,22.49764872128428,37.268681677149495,37.12987734471039,34.7434017896517,33.517566889873805,33.62668896216253,34.29711009344808,35.69155517289107,36.76135400157804,49.38313642641906,66.86925707166193,66.08436553465457,72.07311195345713,78.04650092905052,86.41964629233853
CYPRUS,N2O,1.0641994767323948,1.1029705424071885,1.0868412455651328,1.0656130187709238,1.0364997989143359,1.0168722858893102,1.006822693295335,0.978230019257453,0.939111776718035,0.9503035975969056,0.9892521746360977,1.0198636322121764,1.0445610036902757,1.0777035295085302,1.0883036940157853,1.1204427703759792,1.1117221489863545,1.1044703553550275,1.1152361882586197
CYPRUS,PFCs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,SF6,0.000967044,0.0009398838,0.0009659336,0.0009919824,0.0010180322,0.001044082,0.0011408084,0.0011924858,0.0012441622,0.0012958396,0.001347516,0.0013054483333333,0.001322313,0.0014151786666667,0.0013523719625678,0.0015397136047725,0.0014526026691364,0.0014629562643784,0.0014998176983153
CYPRUS,HFC134a,0.04968690175585,0.055196439879574,0.05958143695615,0.065761507171567,0.069038236457061,0.075253240658503,0.076071350101309,0.075776181218941,0.07750222571741,0.079464430584814,0.081049448210029,0.083485295138961,0.087609054127218,0.092216703917583,0.097017209330568,0.099961967564804,0.10023454867779,0.10290716359786,0.10487048168695
CYPRUS,HFC23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,HFC32,0.010882178151912,0.01256317261114,0.014441990483739,0.016238234877603,0.017142277057444,0.018796429493821,0.022211655034107,0.022895565717914,0.023134469743953,0.0241129680902,0.026446783265637,0.029876904220892,0.033056805261407,0.036175936092112,0.040262617538596,0.040670886255663,0.044908225720639,0.047818988930148,0.050337779393999
CYPRUS,HFC125,0.012421164382481,0.014319774746972,0.016426677258547,0.018624829491906,0.019594544047548,0.021373207766739,0.025093843996332,0.025980545095033,0.026310884633569,0.027414841167838,0.030033038605611,0.033956053748191,0.037506419847268,0.04085970493567,0.045231156388078,0.045463080927806,0.049859574324989,0.052859530788096,0.055402322254768
CYPRUS,HFC143a,0.0015716648931344,0.0017906713284385,0.0020175569335191,0.0024517457044274,0.0025088253229218,0.0026184078943926,0.0028986285751419,0.0031189515958183,0.003218085441673,0.0033408067276951,0.0036196831522691,0.0041240125824138,0.0044848525459943,0.0046925443394157,0.0049384015063345,0.0047122881251806,0.0047986906796149,0.0048340727930146,0.0047992965552413
CYPRUS,HFC152a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,HFC227ea,0.000872122,0.001056756,0.001248028,0.001439853,0.00215194,0.002420839,0.002680443,0.0029359278871023,0.0031063294886731,0.003167482090916,0.0032257147117794,0.0032307074768857,0.003349471,0.003473234,0.003521826104331,0.0034215521951667,0.0034899398972271,0.0034955085296362,0.0034867360047379
CYPRUS,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYPRUS,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZECH_REPUBLIC,CO2,139530.56012943364,141499.18897144144,143709.64777730324,138302.39433762713,133140.6579354229,135219.5640202053,133279.82108620467,129690.18924151896,126465.02204552392,125247.84564388916,126477.1481160494,128178.06440180738,128907.4819641434,127800.97095853311,123608.10238696361,115487.82981598751,121593.00598211256,121106.36565683945,112380.21825648221
CZECH_REPUBLIC,CH4,529.515159602183,530.6211267400155,527.5000960592408,530.9637863440117,522.6209086691875,530.1442958862807,528.1156253907818,530.5282827896889,511.6790595692685,502.92084343374296,503.0483902789731,500.75794735983504,502.1905794032475,495.30261569242526,497.8779816507188,484.9162826800813,496.0671418833835,502.2417822072956,495.83910396225315
CZECH_REPUBLIC,N2O,28.193611597473424,27.259484715018083,27.417818848920792,25.7943598065755,24.140398452685634,24.654359700176382,25.702067881311486,24.306972782527396,25.440135502091458,26.83754483953959,27.827353265330302,25.85225062217903,26.00132804660244,24.803704906144088,24.144782482294495,22.277427101918693,23.728232768073305,23.95290040566789,22.65212210232215
CZECH_REPUBLIC,PFCs,0.0005621000000000001,0.0024053835000000003,0.0020251204999999998,0.002941798,0.003448528,0.0037236960000000003,0.0002969885,0.000201504,0.0001010985,0.00012632099999999999,0.000120507,0.000120507,0.00015145799999999999,0.000145644,0.000130254,0.0001205925,0.003290106,0.00433826,0.0057409286666667
CZECH_REPUBLIC,SF6,0.0079947038225586,0.0077536721082835,0.0075969435292616,0.007363237959141,0.0072998080043424,0.0069829879015238005,0.0071397182114106,0.007287953265390799,0.0069124251073597,0.0066691698210168005,0.006502982050918001,0.006402792942936999,0.006129982468,0.0058712010539793,0.0056598255132491,0.0057169018836879,0.0055129460071752,0.005303704929763433,0.0051849980686014445
CZECH_REPUBLIC,HFC134a,0.78001377393964,0.81511750433272,0.88652789327736,0.96537388950617,0.92064914120639,0.89589794586018,0.91748385588338,0.94042539101071,0.96157849945311,0.99980040326539,1.0962079337511,1.1515024533462,1.2169360430778,1.2630114423552,1.3220020274489,1.3225189774197,1.3299401308305,1.3535746172788,1.3640988138888
CZECH_REPUBLIC,HFC23,0.000351537,0.000363134,0.000397612,0.000346033,0.000400262,0.000635821,0.000771993,0.000659641,0.000675456,0.000736923,0.000777475,0.000742193,0.000896213,0.000875413,0.00098860484128838,0.0010707421217178,0.0012201184956238,0.0013350203274983998,0.00145049215623503
CZECH_REPUBLIC,HFC32,0.00531977,0.040690006,0.085756446,0.117938949,0.123385366,0.162435342,0.19607369,0.208853947,0.228935132,0.249597521,0.271934,0.340866896,0.404262898,0.471572843,0.54383935063003,0.5805131492814,0.65066803222675,0.71036642863567,0.76587545463755
CZECH_REPUBLIC,HFC125,0.039720327,0.081202483,0.135346366,0.174208306,0.186910168,0.234354553,0.27555017,0.292136572,0.317492302,0.345742556,0.370652783,0.406793632,0.436893506,0.434369896,0.41662976797134,0.39400146921722,0.38133634239554,0.36365849119405,0.34600139893496
CZECH_REPUBLIC,HFC143a,0.040142285,0.047834467,0.060474106,0.062685661,0.06905231,0.08298395,0.088453404,0.09101611,0.092094428,0.096998665,0.10282844,0.099539101,0.096726651,0.086857946,0.077994636295008,0.068900100063985,0.059784420769165,0.050759912358887,0.041681671046847
CZECH_REPUBLIC,HFC152a,0.00215074,0.001960931,0.001840656,0.00144976,0.000990572,0.000823947,0.000787855,0.000771852,0.000913778,0.001072904,0.000963713,0.001013661,0.00085284,0.000758462,0.0013616553129314,0.0014776534172418,0.0016859245563224,0.0019950787417632,0.0022062198847072
CZECH_REPUBLIC,HFC227ea,0.00035688841,0.0004603646,0.0004008547,0.0004171261,0.0005913352,0.0009255182,0.0011283842,0.0013614611,0.0015547692,0.0020653479,0.0025013443,0.0026624905,0.0029816632,0.0032545668,0.0031804739635452,0.003146100577462,0.0031760530435157,0.0031498817913542,0.0031396844006239
CZECH_REPUBLIC,HFC245ca,0.0001,2.025e-05,1.93388e-05,1.84685e-05,1.76374e-05,0.0009168437,0.0009160858,0.0005053619,0.0009046706,0.0007890104,0.00077338,0.0015527779,0.0015922029,0.0004366537,0.00032446261683333,0.0002122951728546,0.00021181689007615,0.00021131573121264,0.00017360010267241
CZECH_REPUBLIC,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENMARK,CO2,59949.93903118711,68258.40435678593,64450.04302303557,61273.989006889606,59379.80075874463,61630.560748613076,56227.751481262465,51658.66789938496,53491.04373417121,49349.875858242754,47969.73046572668,50657.71581419496,50072.37504691801,49930.28794792657,46559.12118961395,44498.75396941572,49066.971262983294,45683.49545120764,44500.99446360316
DENMARK,CH4,323.12810828263065,321.2687182152557,325.95876837098746,318.3262681773497,313.86486873647226,326.17079036955005,323.0989458458092,321.0463849908562,341.5804304607419,340.1839073369903,350.3152755654088,358.6317827505958,360.9369586828073,367.6286753636893,374.8077931403548,375.6275676390816,375.9355479932067,361.95328996398484,365.8582342965247
DENMARK,N2O,19.06106431090697,17.426775289288273,17.892544808749772,17.104108981720685,17.226654329738892,17.38815555683584,16.967199590255206,17.003535741200757,16.7521112917329,17.04689946034384,17.323817382291026,17.474684028370486,17.478494804149523,17.119978862142705,17.438168392858376,17.900773236376175,17.308464283863213,17.276896571051324,16.886181350226003
DENMARK,PFCs,3.0500000000000003e-05,3.13e-05,3.20285e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05
DENMARK,SF6,0.0012424124358063,0.0018572521227389,0.0016404464427599,0.0017203084276178,0.001964010338923,0.0020520645619984,0.0038406313252068,0.0061350440507907,0.0070384933888673,0.0072456002063326,0.0058061732757102,0.0050548625456809,0.0038199292501923,0.0037374996970177,0.0036848584968916,0.0026732326840456,0.0012965916516699,0.0013009561996823,0.0013099011011444
DENMARK,HFC134a,0.27190080888836,0.26992277356174,0.27478622437396,0.26217528282968,0.25909586897302,0.22804088660742,0.19877685057553,0.21447789159218,0.18141064384178,0.15996779483747,0.11315425454833,0.12932533874657,0.099996235925788,0.1259096748899,0.089697432676492,0.096753948888864,0.091930363827338,0.080603926806485,0.077580633183149
DENMARK,HFC23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENMARK,HFC32,0.015472741,0.016355989,0.017257874,0.018120082,0.020103053,0.010238441690935,0.0097110056691444,0.0097684889211223,0.010895626171044,0.010683883,0.011132077,0.013866627867255,0.014502556161876,0.014582468724213,0.015184893500239,0.017387535813331,0.020050271825083,0.021872872858707,0.024102199311529
DENMARK,HFC125,0.071427272469631,0.074559135744167,0.077878412943085,0.080809174294331,0.08512501088298,0.066330309653519,0.061652917060344,0.060200233310688,0.059429449872197,0.056410869695984,0.047688817482684,0.054475228904769,0.048828448318993,0.052270630008059,0.041358451914095,0.040589374120834,0.038112436300571,0.033393038398075,0.030737900559402
