region,gas,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
DENMARK,HFC143a,0.062180967341811,0.065034231987513,0.068003681248244,0.069941075131788,0.072456826349055,0.064477687975869,0.059655305524897,0.057676953227982,0.055226527758613,0.051473730474991,0.040404819513071,0.044537020626131,0.037555024747936,0.041595415356354,0.027600087922723,0.025489320963746,0.020679235200897,0.013707175149078,0.0090762042245293
DENMARK,HFC152a,0.002412151,0.003714868,0.004051429,0.004818483,0.004968083,0.005680822,0.005549987,0.006036475,0.007344775,0.005905295,0.006264295,0.006126295,0.005726295,0.00562302,0.0054092616666667,0.0051702505555556,0.0049849024074074,0.0047721965432099,0.0045598415020576
DENMARK,HFC227ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023333,0.000307296,0.0004886,0.000639228,0.00070659411372374,0.0008221,0.00068949344,0.00070624858666667,0.00070613341098098
DENMARK,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENMARK,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTONIA,CO2,22003.96727710252,21084.706759130702,24919.427255394556,22946.740048573836,19864.76812281707,25146.06228652996,25121.680927707013,24051.07847501852,26396.54379220348,25395.312038010066,23734.990699385868,24039.33296228266,25519.89079358915,27091.98583450284,19461.087835404425,16643.57146393999,17385.737722913735,17944.94544133755,16771.851568649436
ESTONIA,CH4,83.26269069827842,75.03798053293228,80.19491772260503,88.3256092281643,86.40182128908553,93.43570606053689,95.62381666888811,97.7273955843395,94.40498197774204,99.40821225555902,99.72625485117001,97.22130484164137,101.51295063044898,107.76192711418454,103.39254450765335,66.80531483807015,67.78429586743712,67.49250653489337,66.61127675139714
ESTONIA,N2O,2.586032185123864,2.210191434063928,2.547049560476419,2.681707001749519,2.6850121031676126,2.77780471796393,2.8077182949493564,2.9539356230305236,3.1308113538849462,3.2049986279973117,3.4133364003270805,3.1691282814503956,3.2897188768245766,3.310328210365408,3.55983472181574,3.6299096133104243,3.2739282038427717,3.366318738616821,3.3028166542326844
ESTONIA,PFCs,3.0500000000000003e-05,3.13e-05,3.20285e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05,3.2757e-05
ESTONIA,SF6,7.707468325397e-05,8.324382031428e-05,8.404090984445e-05,0.0001163027,0.00012311904857143,0.00015252452971429,0.00015648991436508,0.00016596855647619,0.00017795371504762,0.00018559285060317,0.00019795632060317,0.0002236382221746,0.0002167870721746,0.0002271455096,0.00024052419815482,0.00025259734412773,0.00025730148645417,0.00026472551342201,0.00027279261851107
ESTONIA,HFC134a,0.051638255,0.0592700906,0.0606078687,0.036813520075896,0.0369086633,0.038866673517597,0.040124859274442,0.040338412895183,0.044138782801997,0.045193445425881,0.045100236149467,0.045065055440168,0.043918231408169,0.04221401198469,0.040446442377749,0.037370799512725,0.037291679802304,0.035650902408176,0.034052389084985
ESTONIA,HFC23,1.533e-05,1.687e-05,2.347e-05,2.546e-05,6.934e-05,5.1662e-05,5.1662e-05,5.7702e-05,5.7702e-05,6.492e-05,6.492e-05,6.45474e-05,6.3256452e-05,6.3256452e-05,6.2159108e-05,6.5599108e-05,3.9479108e-05,3.1553326666667e-05,2.1351399555556e-05
ESTONIA,HFC32,0.00140020035,0.0017178087,0.0019039216,0.002454248,0.0028589362,0.0031433253,0.0035104785,0.0038480755,0.0046878877,0.0049738385,0.00554523003,0.0059884768,0.0064077024,0.0075679241,0.0080449779199598,0.0083334586537399,0.010085574162081,0.010924790849441,0.011984996676313
ESTONIA,HFC125,0.0076175942,0.0088109352,0.0102764502,0.012071035,0.013044445,0.015098795,0.016000816,0.017232623084452,0.018726260428084,0.019838933035288,0.02076368543542,0.022090767106854,0.022261965341,0.023304155980797,0.022987230358126,0.019063531135836,0.021084909248406,0.020345160337609,0.019464470330771
ESTONIA,HFC143a,0.0072187666,0.0082076296,0.0097255646,0.011177927,0.011821664,0.013755353,0.014296763,0.015343034554353,0.016050471705917,0.016989110332613,0.017324556823678,0.018185785671737,0.018065058143,0.017825849621629,0.017092989791796,0.01265547340957,0.013284425203314,0.01189862439721,0.010391918599014
ESTONIA,HFC152a,0.0032097,0.0034677804,0.0181868564,0.0246271804,0.0219948794,0.0161907564,0.0162272468,0.0176145298,0.0158761746,0.0176723741,0.016882918,0.01675917,0.017533607,0.013810512,0.015223675066276,0.01032579283448,0.00940937681122,0.0079423317482933,0.0055152173089659
ESTONIA,HFC227ea,0.00018355897,0.000265403,0.0002556815,0.00030593136,0.00035397137,0.000389970411,0.000446206987,0.000466483597,0.000491040241,0.000490247919,0.00054510365373927,0.00054378428120188,0.0010554660593899,0.00107086334468,0.0010257961560364,0.0011680090527893,0.0012223623878662,0.0012728620689282,0.0013552173732255
ESTONIA,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESTONIA,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINLAND,CO2,97903.99623458297,114764.97263660791,112014.65577264922,104219.20507387235,96074.10185659796,111653.81899005681,103823.67979838436,100059.15023883118,102675.48739921402,100700.68868399627,96960.7597355447,100727.28633181972,101961.85416926944,105351.7309977301,103307.6042653356,94780.31241575583,102210.31498415026,94745.48114786463,90538.71529548845
FINLAND,CH4,300.5699477070694,317.9720948133327,309.72639354746775,297.01911970805924,280.7961188042839,296.9584334291332,287.0125266132889,282.39801121706,277.8928048123479,273.5362505190568,269.56098629612546,267.7130999100166,262.0502374426441,259.3397633280941,254.51413996260672,249.64260088891808,253.31336862233616,225.68570770725216,205.21919309915586
FINLAND,N2O,21.932006637488133,22.581221290537776,23.01985550310623,21.46969409807816,19.731245675604722,22.245368480877183,21.108611627547297,20.864389477283442,20.892452833926285,21.012305697824043,20.66669646621262,20.9064592236949,20.532329514425104,21.000100983490814,20.960653515922285,19.793881729340853,19.005016526087186,18.574458449640797,17.64156979334943
FINLAND,PFCs,9.1e-05,9.31335e-05,9.51475e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05,9.7162e-05
FINLAND,SF6,0.00072532252357878,0.00070765428925677,0.00076451092689076,0.00077609349120879,0.00081258912211055,0.00084853767447644,0.00086608593809859,0.0008504083,0.0008796113,0.0009506319,0.0009592144,0.001003552675,0.001082208875,0.001158089025,0.001243512058353,0.0013266043427713,0.0013750181965709,0.0014476405752389,0.0015156834142008
FINLAND,HFC134a,0.28431723105888,0.312742832378,0.3214360417665,0.3350572655435,0.33785882601478,0.3202431394326,0.29996131734419,0.3024310864435,0.29606321228792,0.27891280104292,0.245721750215,0.23124358158789,0.21380264637252,0.18417752918421,0.17854366049891,0.16873259331972,0.15392910827338,0.14384630130311,0.13228051490451
FINLAND,HFC23,0.000153874,0.000154332,0.000157482,0.000159727,0.000155904,0.000155513,0.000173741,0.000192976,0.000197563,0.000206679,0.00022391499999999999,0.000232598,0.000231501,0.000233608,0.0002322270185103,0.00023210335801373,0.00023230414401831,0.00023186952535774,0.00023175036097356
FINLAND,HFC32,0.0062793811,0.00842058366,0.01061942198,0.01341590139,0.015060581655106,0.016214590699768,0.017463510723,0.017897456391608,0.017885831047743,0.017390106553616,0.016344671930876,0.018615100014851,0.020831854721032,0.023656360868579,0.027939467188998,0.033857758639266,0.039699060332754,0.045046626820813,0.050749013364751
FINLAND,HFC125,0.089639593,0.10361869163,0.10708537,0.11028739275,0.11145548190271,0.11212796428323,0.1138205943224,0.11490970427358,0.1144830766752,0.11312240208195,0.11031483110803,0.1069682290354,0.10286588029755,0.1031846659382,0.099822220068994,0.095518612429865,0.09099597031992,0.086933071780494,0.08263668901766
FINLAND,HFC143a,0.095580447,0.109388013,0.11053471,0.11073859394,0.10998336913,0.10888055881,0.10870497198806,0.1084358886998,0.10761708357207,0.10635713781027,0.10408568562317,0.097660560193153,0.090397074788798,0.087515411500818,0.081366043101615,0.072424007298095,0.064657284342389,0.057037908622912,0.048928530463345
FINLAND,HFC152a,0.028208137,0.035660207,0.044845771,0.03094654,0.013301494,0.016583776,0.017948562,0.018433894,0.02179652152,0.02499102004,0.02495515804,0.02671797684,0.02863645684,0.02756402594,0.02519077044,0.02500648254,0.02714147602,0.027000626046667,0.027603911248889
FINLAND,HFC227ea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97382e-05,5.44118e-05,3.78822e-05,3.75914e-05,4.1851347765402e-05,4.97057441861e-06,1.918911888487e-05,1.3055025179827e-05,3.456250984635e-06
FINLAND,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.000397424,0.000410937,0.000411023,0.00050165,0.000463492,0.000471818,0.000360754,0.000399889,0.00045809,0.00022150629112393,0.00021757271056145,0.00020654771686633,0.00012270028915511,8.97649551655e-05
FINLAND,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRANCE,CO2,458784.8559256147,443193.47103994153,440721.599318478,440733.6089477489,430883.88664755784,443189.66720499244,423043.52497135766,431617.7716089827,431128.90667235473,393810.0823066928,401928.67953642784,407928.36407123413,411323.1586204215,400799.9987646905,395149.5639722617,355292.4015290339,391983.2801530248,381340.77439688105,352685.15939245827
FRANCE,CH4,2832.6819114892173,2803.5940936329666,2820.5352406266734,2830.5450688563874,2793.9909262536917,2810.7503406079854,2730.366343586246,2711.767444269322,2702.62052995812,2668.008856731539,2633.0025116455386,2631.333869437413,2621.3849374666506,2622.4101477083473,2537.9211449920876,2442.1141438562518,2400.1317274166227,2333.3312318188723,2305.540757964423
FRANCE,N2O,142.01828283874784,137.14736891603695,139.66299079843253,135.01579898119843,132.8919216048715,137.50619187920736,128.7966587189897,131.84504262974085,132.69274387521932,133.05338777241127,134.46916015375146,130.94241601819127,132.5511673821348,129.1039400239164,128.78859945161955,114.51888883613506,120.32756048153819,116.5526965223428,114.61669240408584
FRANCE,PFCs,0.115109498,0.096168558,0.088677125,0.052970044,0.03230173,0.03468252,0.034377618,0.02276983,0.01704008,0.0195844802,0.018518569500000002,0.019318261,0.021481146,0.017496949,0.01694253661201586,0.01498128056700457,0.013046366423101903,0.011998717049167511,0.01035077719488456
FRANCE,SF6,0.056796977370054,0.054115891027401,0.052740908684748,0.054553886772461,0.048747815362138,0.043467705819413005,0.03628660097885,0.035497969755363,0.032008377117651,0.027334382410946,0.02973202119842,0.029241491858315,0.026221326313219,0.025374782131009,0.02295758372799184,0.02249816602412,0.021110220446598,0.01945137537076833,0.0182826392516935
FRANCE,HFC134a,4.018504599018399,4.3828965352766005,4.5455677882731,4.756751158367201,4.524278393224,4.7918541429848,4.9244159389263,4.928535656174501,4.926191377650301,4.9520099256874,4.9234048788216,4.9286770352522,4.7869845127859,4.161168977509099,3.4862895560392677,3.2012700319124754,2.941235555914316,2.5345910820492885,2.3172200335187885
FRANCE,HFC23,0.0320768774,0.036194129,0.021078003,0.026028805,0.014734745,0.011163847000000001,0.007246649,0.007744582,0.008854799,0.008840872999999999,0.008935762,0.013477536,0.016864321,0.007813150999999999,0.00546367223530847,0.005368191669290641,0.00265956051321169,0.0013841345222462,0.0012500687089411471
FRANCE,HFC32,0.13294886063043002,0.18370761070275998,0.23647804423329,0.28572199868841003,0.32768899997468,0.36612652105246,0.40314946580191,0.43482801672736,0.4734227319685,0.52393807770757,0.5702748804094101,0.61732392735163,0.6605702073273,0.7144322371432801,0.7773819330144395,0.8264320441293862,0.8709334855031593,0.9240785822701993,0.9729774653554493
FRANCE,HFC125,0.74556334235698,0.87593650465979,0.9892474069591299,1.1163376013807,1.2318235624096001,1.3224298788376,1.4011716926862,1.439198867928,1.4673807520639999,1.4897310659965999,1.5064403797737,1.5027776007769,1.4709812046489,1.4294185610280001,1.3419538119974739,1.2346799934017136,1.1183635619293903,1.0146785622298207,0.905586812307333
FRANCE,HFC143a,0.77320750994345,0.8536466149799,0.90991959252114,0.9907179131152001,1.0359088423354,1.0585802325281999,1.0887757183741,1.0850439239804,1.0543188633456,1.0162626438601,0.9736773278080999,0.90461725325339,0.82159696185732,0.72096065613477,0.5852009380425695,0.4541103933242045,0.3364701759356939,0.20830668253599852,0.08267526403381059
FRANCE,HFC152a,0.027993707952476,0.027907693382586,0.018093290333239,0.0170789396765,0.024166467543809,0.01952263823223,0.0085242796025965,0.017078255455533,0.028047237222369,0.02795916729018,0.028236996630622,0.028103167816792,0.027945367208502,0.027492420974566,0.028019272126841,0.028016582615311,0.06175526914024,0.073176218528798,0.088228533996116
FRANCE,HFC227ea,0.040887724,0.051905387,0.056197397,0.060244835,0.062721864,0.065335472,0.074924825,0.07712313,0.078194744308854,0.077528398135955,0.080830299082507,0.07922026988363,0.075887280014095,0.073202371646412,0.068341141092303,0.068656051353073,0.06508853833133,0.062383927226302,0.060398189270969
FRANCE,HFC245ca,0.010179131,0.016834201,0.018341934,0.024308487,0.023917822,0.027435044,0.03343207,0.038923553,0.039885206,0.044357798,0.066301013,0.091939386,0.11355406153845,0.11437093242607,0.095477428122713,0.068935851193349,0.069542628897124,0.054599861054142,0.040974005364618
FRANCE,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GERMANY,CO2,902872.1767927022,931630.4963468431,913858.3259241759,919288.7680298907,856299.5574910449,916449.3141364304,886814.1536547953,907486.4666110522,927377.1601571875,884971.8262996468,890495.9160463843,893472.1118180951,880134.2437440386,853459.3739132236,804144.1126042118,750067.2499849101,789777.4987115203,772217.295823256,697013.0033797105
GERMANY,CH4,2929.870080801416,2840.9698075835677,2854.706353534822,2804.1064173833915,2723.1882603051604,2692.351422965208,2644.2094092753705,2601.2235809793497,2557.0713916817726,2512.341548533222,2487.1706698647845,2439.574308225582,2428.9409583114675,2344.027262566773,2273.985764569329,2204.595788013165,2173.8120432223673,2126.9038357777963,2077.688838707589
GERMANY,N2O,148.49817805676324,144.53122287210493,145.4183606403649,139.8621669804631,137.27478933333168,138.62782568126934,135.0954495370984,136.18826259642523,138.70556655578983,141.41513493330714,138.3669951361244,135.78539179682883,131.47377811229182,127.66243671083897,126.96036318648694,122.93511171514896,122.62063430123206,118.66766058079472,114.12159497432945
GERMANY,PFCs,0.33336199,0.25664619,0.32004424299999995,0.20810721999999998,0.088943889,0.104620699,0.105685908,0.094752075,0.094329864,0.108708864,0.10235832899999998,0.108751714,0.111049115,0.106901444,0.09881742584367499,0.089523724864514,0.088424525712494,0.08531604415527932,0.08081558359247981
GERMANY,SF6,0.151449044,0.14895258,0.143664929,0.13681047699999999,0.136833491,0.139916997,0.14027527534,0.141871536,0.14359574,0.14099876854,0.1491437907,0.15822054483999998,0.171273103,0.17617187729,0.17830887236140286,0.13878861843403,0.12014872059735,0.10129350861839698,0.07562172070406041
GERMANY,HFC134a,3.875529119,4.031897316,4.127708043,3.973305993,4.060259551,4.109148391,4.241573384,4.26579532051,4.2577657894,4.32798827172,4.43218393304,4.39368522386,4.219763709336,3.81228217168,3.4666646094127,3.3231634516,3.24375528633,3.1097566882467,2.9907873811913
GERMANY,HFC23,0.053305131945946,0.035637222378378006,0.027334365,0.045703430972973,0.071764736486486,0.02155213472973,0.0115472373783784,0.0105532566486487,0.0105886222702703,0.0104315434054054,0.0108609966756757,0.0108118694054054,0.010827729540540499,0.0100785059459459,0.0089571603009479,0.0086410158246873,0.008037447964448101,0.0072986458259310695,0.00674580766759202
GERMANY,HFC32,0.047846091,0.05793509353,0.07015559386,0.08294937278,0.094131824,0.107292296,0.122459375,0.1399330856,0.157125849,0.17546462999999998,0.196392492,0.219406653,0.24393624267,0.2666108801,0.28639562943199,0.32253531877,0.36105234629,0.39253283501999664,0.42791190354933556
GERMANY,HFC125,0.4221152443,0.43618507261,0.45671865719,0.47727134453,0.49781649333,0.54215245058,0.58450518984,0.62254120075,0.62292160709,0.63200293982,0.635249672872,0.6452243160276,0.6493338523572,0.6434842780208,0.6134172759684,0.59115520452,0.591356837274,0.57398102369173,0.56083560626618
GERMANY,HFC143a,0.33791183463,0.36008243651,0.38680230718,0.41153633741,0.43358841902,0.4524801209,0.4691230447,0.47812306063,0.46962999123,0.4689248523,0.454761167686,0.4333919152208,0.4087555420976,0.3662451498064,0.3246061036972,0.28125277928,0.256927343742,0.22048807505387,0.18578206550609
GERMANY,HFC152a,0.764717461,0.679766971,0.616041009,0.466963998,0.419393331,0.384025164,0.309620951,0.241785743,0.310299555,0.29586114,0.268956364,0.273090347,0.3221928983,0.3038399976,0.25125,0.158704,0.1706280318,0.1262240432,0.084548724266667
GERMANY,HFC227ea,0.035963638,0.033670828,0.04348926157,0.038397441,0.041045093,0.036669941,0.036581665,0.03522859,0.0346526,0.033394194,0.040816884,0.044884421,0.050730373,0.0319173076,0.031568236121875,0.026948700541528,0.024432923117271,0.021938128289694,0.018728092345634
GERMANY,HFC245ca,0.0468,0.043601,0.060749665,0.073663662,0.043218177,0.061014678,0.069624841,0.054118044,0.080390938,0.083141721,0.133197034,0.152425164,0.183562601,0.126692575,0.12587232542,0.20140094542,0.20146656542,0.22639122889333,0.25989753005111
GERMANY,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREECE,CO2,108511.95771589593,107356.56132281237,111730.91600230672,107126.85276493455,101186.78411239214,94311.53313681923,92202.72727491162,88202.05705216122,79721.67502149541,76795.23542723496,75610.03430339247,73679.66684686522,73898.80492823372,72004.43294692236,67056.13301060068,57768.44691824344,59710.52026084376,60528.41537870569,57302.36916462263
GREECE,CH4,503.04821640057025,511.13678215657404,512.5764890466218,513.0524543843043,493.7744107957991,478.3114389168391,470.62057032721947,464.15711131448967,444.89498627272013,441.3109231420951,433.3151759983075,423.1771559398193,429.08818201095164,415.6253808711364,405.7425437206449,377.97431745364474,373.26209932652745,364.209621583292,354.18061856824005
GREECE,N2O,18.33054194159584,17.55500869299344,17.71369511954219,16.25314708215027,16.402026870210566,16.44194900723522,15.894084688982202,14.701652893398053,14.699025267623961,14.559411130663385,14.489451018945731,14.339262600484865,14.27482872962426,13.76523028079027,13.639811729469496,13.295550822844161,12.634585278028291,12.26827741318742,11.896074798550144
GREECE,PFCs,0.08846852999999999,0.081474299,0.105334581,0.055980101,0.038848820000000006,0.032510097,0.035983946,0.034265657,0.027213878,0.033290634,0.029039806999999997,0.032651686,0.032731074,0.0333384,0.0306796536177491,0.0324977288571918,0.031801430538938,0.031120051150877202,0.031266850328586504
GREECE,SF6,0.00027,0.00035,0.000415,0.000315,0.00022,0.000257,0.000225,0.000221429,0.000225929,0.000215857,0.000221948,0.000228158,0.000219785,0.000216785,0.00021581477451784,0.00023047497829014,0.0002260810798165,0.00022177094897759,0.00022375634046417
GREECE,HFC134a,0.816056562,0.939269942,1.066569393,1.217844382,1.265713545,1.303657371,1.317582306,1.291846965,1.369664108,1.310408942,1.326352423,1.279135778,1.17703048,1.0606340828213,0.94307551029022,0.84957463625416,0.81635207275044,0.7413916370535,0.6808230944354
GREECE,HFC23,0.19141850600000002,0.007746398,0.011606947,0.012598904,0.012889326,0.014976238,0.01326463,0.014869007,0.015052671,0.012199332,0.011886274,0.01038422,0.009664341,0.008066822,0.0071302012980988,0.0060455283974651,0.0048392575299534,0.0037634027066045,0.0026411365094398
GREECE,HFC32,0.0722555776,0.0939545699,0.118058924,0.141344451,0.163565201,0.197200384,0.243160747,0.306587992,0.413823531,0.451845472,0.458942686,0.510016701,0.490491284,0.49977863517132,0.45934981782883,0.42738320496271,0.41110511928306,0.38154728065364,0.35561310159524
GREECE,HFC125,0.151165547,0.18261512,0.229768324,0.270328838,0.305773751,0.366641456,0.427197256,0.511872444,0.626057581,0.675668448,0.724964838,0.812576834,0.839985889,0.83948254457847,0.78759549834874,0.74700307711637,0.73333143193126,0.69794772771552,0.66806513750445
GREECE,HFC143a,0.084497753,0.091516272,0.111870968,0.125721183,0.133743404,0.155139797,0.161764512,0.176798753,0.177479581,0.182997386,0.173333674,0.166332007,0.171001684,0.154351685,0.14068951917181,0.1314438780341,0.12339466521057,0.11307565861409,0.10387103842818
GREECE,HFC152a,0.85205922,1.077414904,1.138244834,1.228775218,1.252087694,1.28996003,1.309358074,1.34739582,1.27740982,1.28254622,1.29087937,1.298202845,1.304979695,1.31240807,1.3195843033333,1.3267114561111,1.3339553764815,1.3411378119753,1.348322314856
GREECE,HFC227ea,0.005235617,0.006389997,0.00763095,0.008839783,0.031545426,0.034813811,0.037886128,0.040577837,0.04279879,0.043989679,0.045096181,0.046040249,0.047982858,0.047474927628959,0.047037765071798,0.047521109775122,0.047559125044068,0.047587190849104,0.047770332774873
GREECE,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREECE,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNGARY,CO2,67977.38789645628,67486.47608885463,66623.58395325404,65941.05063478861,61987.06985902591,63462.654543558565,62905.3309893713,59769.792341241904,57581.94041114949,56598.64290110835,60151.36721259534,60777.700834564865,63434.79229988549,62398.565232726745,62050.35966340253,60331.20535987154,62378.77851158545,59446.45892967307,55736.243680684966
HUNGARY,CH4,400.2985778344521,400.2565334241356,391.6911575506364,375.777786709774,365.5292396270147,356.8494671349679,351.7821600858921,350.9951349346581,348.5063823446983,336.6771077962095,333.87363943510627,328.5276536621983,335.11816909727696,338.1274514750142,342.38971619566513,350.4324887773532,351.3425040376414,347.4292448213281,349.77742580509585
HUNGARY,N2O,22.17444035616927,20.949761488525475,17.60797765835306,14.49751009162229,14.2168944673913,14.00635444531651,14.777850547255209,14.688143578257263,15.390491420094103,16.036187059206338,15.876601531261114,16.517797847892766,16.88383980685785,17.407009881339143,17.364840146610547,17.831811708938183,17.77181324672836,17.349510082257403,18.62885494685046
HUNGARY,PFCs,0.007192,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNGARY,SF6,0.005490075545288,0.0060242560392829,0.0061393326527228,0.0056095426467846,0.0054755410256825,0.0061891538809286,0.0056976960980986,0.0057355850972586,0.0066679561773286,0.0061833471153286,0.0080662823053286,0.0089999020653286,0.0085892269633286,0.0078969390253286,0.0078945472926977,0.0085102279077936,0.0082384673957777,0.0084246355831828,0.0086013316800111
HUNGARY,HFC134a,0.27687024846903,0.31826089568564,0.31682034183521,0.34258001900627,0.34703299112865,0.35722244445083,0.37452478764351,0.39190682780419,0.41398039779669,0.45130574031414,0.47108721118852,0.4594888069361,0.46707761538644,0.48675921739693,0.51774482987794,0.53540507183649,0.55734894395738,0.58090739059089,0.6019615774952
HUNGARY,HFC23,0.000458222,0.000504763,0.000532921,0.00059749,0.000813809,0.000617986,0.00084335,0.00088214,0.000991737,0.001112714,0.001178834,0.001305162,0.001268135,0.001456311,0.0018298111445945,0.0020046941927927,0.0022502139237235,0.0025148482316314,0.0027431939273103
HUNGARY,HFC32,0.0049657841444871,0.0069370343541934,0.0086182141072328,0.011174874188772,0.011701825188152,0.014288137829145,0.016080182439377,0.014962624576038,0.022404581872816,0.030605955823995,0.044593426655067,0.045879076884771,0.061470241451444,0.078998261163791,0.097143996740404,0.10748552666687,0.12803589453684,0.14438177232786,0.16012769752367
HUNGARY,HFC125,0.039571584075784,0.049672634484226,0.062105245782999,0.075132488335156,0.081298429409475,0.095213382742025,0.10848918294834,0.11289622036406,0.12028510384245,0.14246998479134,0.16999605234094,0.15429903404647,0.16213991699017,0.16590880452527,0.16872008286709,0.17396142096174,0.16078244682833,0.15907366092935,0.1558581869501
HUNGARY,HFC143a,0.043220518319607,0.053319653257184,0.066904300640251,0.077170473453549,0.083728843265686,0.090588918717661,0.10406697260935,0.10926823626844,0.11196734365139,0.13247881854873,0.1359757406634,0.12568677645254,0.11026112656621,0.10765796927828,0.10262447587372,0.097738725355279,0.099693773446489,0.097039041502559,0.095177230045506
HUNGARY,HFC152a,0.001031807,0.012998174,0.01729145,0.000888366,0.000895439,0.000938662,0.000851128,0.001195382,0.001223384,0.001346397,0.001739743,0.001540758,0.0012064223,0.0012310543,0.0013146767137764,0.0012506078080801,0.0012508863274402,0.0012574970032536,0.001238437099746
HUNGARY,HFC227ea,0.005642482,0.00614068,0.006141733,0.006069493,0.00641939,0.005833343,0.006036583,0.006285879,0.006647449,0.0074031365772,0.0061427156172,0.0064522011372,0.0065232676572,0.0064450796172,0.0067562923745639,0.0070018419484248,0.0073009608164718,0.0075862545495624,0.0078629086078952
HUNGARY,HFC245ca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNGARY,HFC4310mee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRELAND,CO2,48136.449390051246,48810.033856635855,48196.650955477955,47629.725102768076,42691.69380908017,42585.34226919875,38635.068976371644,39135.48153515484,38006.34751171132,38104.84260654529,39570.85708635148,41595.501638103815,40665.46603625437,39708.93695662933,38011.87631254523,36226.30114334556,38161.041548948364,37763.46071555988,35596.210509107485
IRELAND,CH4,715.1467417746612,722.7868668526919,675.5437856861855,655.6784159406516,635.8763550007378,620.2386543730761,621.7745890668801,632.331469154125,643.5003984335923,651.4343779648016,665.665170831068,702.3169874747971,708.7607710642483,636.1114132782296,633.4237002627007,632.9164943296303,641.3779178858084,632.6515854826305,625.9538561089765
IRELAND,N2O,28.132057810960738,27.899592352943184,26.93876200588827,26.85899620639173,28.012827598076022,26.864495400330778,25.50793975331225,27.200029374745423,27.46670691699743,27.583621595933927,27.92067444963997,28.885857002099367,29.574854827883346,28.18476817059439,27.52954752820874,27.125301786997614,26.746747164545095,26.723861553690885,26.55445053619041
IRELAND,PFCs,0.0198845,0.017432733500000002,0.0152879905,0.012539048,0.007896848,0.004596248,0.001776248,0.001119092,0.000987137,0.00041786389,0.0025465919000000003,0.004996520999999999,0.0063181474,0.006542308300000001,0.008318035492685203,0.00900880423342967,0.0092158042334297,0.010106969544572927,0.010703280895202167
IRELAND,SF6,0.0042577088450504,0.0026474985784325,0.0027652796700535,0.00240248928145055,0.0017209785644809001,0.0014530978969945,0.0019954163409510997,0.00164146398132716,0.0019107451931641099,0.00164126502056807,0.0019519196429351,0.00172386242792232,0.0017204060200495,0.00179537482156884,0.00147281523557614,0.0010069461386705801,0.00071810925225032,0.00045973088143766,0.0004597248526863
