REGION_WILIAM,SEX_WILIAM,AGE_WILIAM,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AUSTRIA,FEMALE,c0c4,0.188122,0.1808083663476209,0.174907556381869,0.164548811621916,0.150857363288131,0.14332258243403,0.138244513661517,0.134137302561756,0.129025040083452,0.12438085728319,0.118671649225323,0.112905113595556,0.107516680917306,0.1024311086986679,0.0972882637682127,0.091872191264725,0.0861436387115705,0.0802813530701355,0.0745731033503216
AUSTRIA,FEMALE,c5c9,0.2001939999999999,0.194659532543828,0.185921322782574,0.179823954634562,0.169159408001302,0.155245120089654,0.147716666123342,0.142569085551873,0.138239683858114,0.132799570513995,0.127894354586619,0.121577071339158,0.1152476662213869,0.109361265339927,0.103830962372609,0.0982846835937212,0.0924982310694925,0.0864315039222213,0.0802675417035805
AUSTRIA,FEMALE,c10c14,0.213251,0.203934335580424,0.1980908245151119,0.189251180054628,0.183080764356948,0.17226568510631,0.158241908369789,0.150741326989479,0.145570548486371,0.141124458431873,0.135499130304814,0.130178599100724,0.123445878158551,0.116728261472984,0.110491743903195,0.104643461413144,0.0988039155655977,0.0927444680356152,0.0864266951040508
AUSTRIA,FEMALE,c15c19,0.245897,0.2153289037056731,0.2057275025822306,0.2001018304097778,0.1912314087218104,0.1850502823064775,0.1741764118721047,0.1601098790149761,0.1526346141049719,0.1474612575184065,0.1429569196722538,0.1370684515485682,0.1314873650730423,0.124492103107993,0.1175267493739502,0.1110644716331274,0.1050094635035855,0.0989777127112828,0.0927387550301581
AUSTRIA,FEMALE,c20c24,0.256952,0.248161841326607,0.2172584203752507,0.207762966081838,0.2023139272148478,0.1934271929573953,0.1872554423467437,0.1763323766688208,0.1622209048643829,0.1547589378260565,0.1495771954525696,0.1447730883401936,0.1385971964834219,0.1327299405334795,0.1254469229566902,0.1182100781815781,0.1114993915366966,0.1052150901151275,0.0989689241722574
AUSTRIA,FEMALE,c25c29,0.274573999725426,0.2725147298051185,0.2612239745960634,0.2302658192596689,0.2209745021380657,0.2161247423974727,0.2070246291071778,0.2008350089255758,0.1895370553038993,0.1750369822751829,0.1675187464197537,0.1603791558828226,0.1538669158911949,0.1460499645682576,0.1385514539973633,0.1296438280059713,0.1208828812834479,0.1127736753125469,0.1051984834471031
AUSTRIA,FEMALE,c30c34,0.264156,0.2903190531992025,0.2864301969794173,0.2752181376329765,0.2451539915874391,0.2366104310923206,0.2330384327051867,0.2236229881635188,0.2174188310235215,0.2056901675108566,0.190818327759327,0.1807319261999468,0.1712748170467047,0.1627273541368844,0.1529709137677424,0.1435795602656716,0.1328299645158556,0.1223719599964382,0.1127439762553791
AUSTRIA,FEMALE,c35c39,0.298314999701685,0.2756584238819798,0.3004824704261137,0.297890647542135,0.286790777569571,0.2574165356224267,0.2494984913436998,0.2469225789536484,0.2372749095515423,0.2311104130806022,0.2190719788338596,0.2020284609447737,0.1899157406985552,0.178624044052969,0.1684439768890723,0.1571303002975426,0.1462379229633916,0.1340656509811837,0.1223368943966016
AUSTRIA,FEMALE,c40c44,0.347956,0.3051205253004397,0.2824245976329136,0.3079739849945985,0.3062822544890488,0.2952977849231645,0.2663165354474135,0.2588037206217669,0.2568670225523139,0.2470929489437132,0.2409872514853463,0.2275258273481074,0.2089416813171378,0.1954001563852077,0.1828192189172413,0.1714824586646909,0.1590710487260655,0.147139708196078,0.1340228976967292
AUSTRIA,FEMALE,c45c49,0.348693999651306,0.3501770496723161,0.307903172211922,0.2860776204260518,0.3121196263179621,0.3110690493580075,0.300271907086313,0.271629330613704,0.2644152238779078,0.2628733900959611,0.2530617281101207,0.2462386464885466,0.2319174690118439,0.2124210352462387,0.1980327935895419,0.1846887750246376,0.1726648459786553,0.1596065415941539,0.1470809404543345
AUSTRIA,FEMALE,c50c54,0.302481000302481,0.3482510735121377,0.3497736166250585,0.3087362346765026,0.2877045406600307,0.3141314474826419,0.3136104306285897,0.3030479002088331,0.2747530474913606,0.2677693311490467,0.2665127325248996,0.2562679645473607,0.2489956255694052,0.2341461406628146,0.2140994410428591,0.1992020849565563,0.1853996853275407,0.1729582379781524,0.1595156903307913
AUSTRIA,FEMALE,c55c59,0.253562999746437,0.3002808632145064,0.3458574538632938,0.3480550296154312,0.3082572947227486,0.2880236322762019,0.3147969320905529,0.3147491737068026,0.3044642385927438,0.2764896531600327,0.2697154872060492,0.2681180815911407,0.2576512932662603,0.2501391390220642,0.2350135836676165,0.2146852644770311,0.1995265100985877,0.1854810952257829,0.1728168684843584
AUSTRIA,FEMALE,c60c64,0.239584,0.250194628906485,0.2967804450534398,0.3424947393371524,0.3454720286109455,0.3069315610594421,0.2875201754092562,0.3146196524029635,0.3150187321927936,0.3049944265448612,0.2773472740577741,0.2704171782294184,0.2686528111036263,0.2580843148388546,0.2504529715551827,0.2351940004451788,0.2147332136777364,0.1994352902843681,0.1852535742104727
AUSTRIA,FEMALE,c65c69,0.236911,0.2337308169194066,0.2450647885354025,0.2915731530734115,0.3374017033014365,0.3412622971554623,0.3042123516398815,0.2857389872544712,0.3131177482660942,0.3139838394814939,0.3043044717871033,0.2768258171974549,0.2699432416005775,0.2681930228639776,0.2576721933416818,0.2500594836220396,0.2348134869448281,0.2143341999225785,0.1989766440833962
