REGION_WILIAM,SEX_WILIAM,AGE_WILIAM,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AUSTRIA,FEMALE,c0c4,0.188122,0.179415436145844,0.170397643648666,0.156429981052832,0.140024176088219,0.130919517495754,0.124556146525761,0.118945104738144,0.112196227852823,0.105657552031015,0.0983591220333036,0.091788728482123,0.0864267162805562,0.0817030586132376,0.0768883694920364,0.071759128803701,0.0664972519040757,0.0614806118187861,0.0569817102877292
AUSTRIA,FEMALE,c5c9,0.2001939999999999,0.193547355209209,0.182861241645612,0.172860224861766,0.158717342655926,0.142183871709413,0.1331023281008909,0.126765590378551,0.121074994878566,0.114131618750508,0.107400975502112,0.0997618668306294,0.0929038773232651,0.0873092644328005,0.0823752019399361,0.0773568213585313,0.0720359384686641,0.0666061108976312,0.0614470741330963
AUSTRIA,FEMALE,c10c14,0.213251,0.203295540259581,0.195800387286642,0.184525951003231,0.174491045958806,0.16025346719571,0.143649845428773,0.134591354565487,0.12828038039442,0.122546510179452,0.115489263241604,0.108519167609284,0.1006502870657869,0.0935995877145881,0.0878431104522109,0.0827601759580994,0.0775979256703183,0.0721421175498485,0.0665937337982251
AUSTRIA,FEMALE,c15c19,0.245897,0.2149509554746312,0.204430312908944,0.1967238236407566,0.1854676265819705,0.1754304719912527,0.1611531719676166,0.1445172737586945,0.1354775295270293,0.1291857373731934,0.1234326590460081,0.1162354004046594,0.1091202254593246,0.1011125917336221,0.093942990460092,0.0880861443871386,0.0829119119770914,0.077661327605936,0.0721248271294029
AUSTRIA,FEMALE,c20c24,0.256952,0.2477172954391648,0.2161329267873439,0.2053188722649755,0.1977074497264395,0.1864833032437251,0.1764543862621627,0.1621430161012475,0.1454721055284166,0.1364441122058832,0.1301705382402034,0.1242817474611539,0.1169358892018228,0.1096671316936793,0.1015114169979325,0.0942154469945863,0.0882509113046036,0.0829776794314719,0.07763362552047
AUSTRIA,FEMALE,c25c29,0.274573999725426,0.2698570806937921,0.2563134646195716,0.2225078059808887,0.2118025620892524,0.2044988998055995,0.1933317020164617,0.1832495747479015,0.1686071582778897,0.1516036992007135,0.1425398037381723,0.1354072657722252,0.1287219056745834,0.1205169808087273,0.1123712998019435,0.1033829823528266,0.0953729441501139,0.088789928353189,0.0829432985998319
AUSTRIA,FEMALE,c30c34,0.264156,0.2876185657194453,0.2790059698626751,0.2631499558371296,0.2298175289969265,0.2194942837572291,0.2128376799585048,0.2017220897724276,0.1915632382829514,0.1765078236600291,0.1591270910296025,0.1488244252102177,0.1406694467795189,0.1330301379699357,0.1238222504592892,0.1146834469727386,0.1047809161609076,0.0959948130407657,0.0887443532250655
AUSTRIA,FEMALE,c35c39,0.298314999701685,0.2736340873784714,0.2941988193028443,0.2844906497397834,0.2687168354614671,0.2357656846737877,0.2257692011787869,0.2196259796051849,0.2085677317995865,0.19836672057987,0.1829923989969542,0.164427823614895,0.1531612208556558,0.1441919139579839,0.135782783630621,0.1257806243516409,0.1158771342156189,0.1052906166698621,0.0959329200139624
AUSTRIA,FEMALE,c40c44,0.347956,0.3037854834002007,0.2778294640225416,0.2975108689030759,0.2882894512628352,0.2726179433278198,0.2399241909288648,0.2301605001212554,0.224353923907123,0.213375549659964,0.2031694382968268,0.1870015759285708,0.1676306696366853,0.1556922531559996,0.1461464423485742,0.1371910473966195,0.1266382974911831,0.1162210461332007,0.1051948693840624
AUSTRIA,FEMALE,c45c49,0.348693999651306,0.3494134100704741,0.3050467007802129,0.2789586189348252,0.2988719397678742,0.2900376640915668,0.274535065748262,0.2421157082604399,0.2325381057364199,0.2269612431159751,0.2160691630503369,0.2055011263166517,0.1888909706221114,0.1690741709964967,0.1567544408361334,0.1468770036399675,0.1376057851604612,0.12674798216057,0.1160612779336404
AUSTRIA,FEMALE,c50c54,0.302481000302481,0.3476820296840196,0.3480300061201213,0.3042055207301727,0.2786688449091922,0.2987696955981012,0.2903092795971406,0.2750503623708785,0.2429475391915442,0.2335486786743486,0.2281495639654041,0.2171386768995122,0.2063790346664796,0.1895381508548216,0.1695000560064747,0.1569788732393763,0.1469203130327345,0.1374811934379426,0.1264742099547187
AUSTRIA,FEMALE,c55c59,0.253562999746437,0.2997902686122199,0.3443861457909656,0.3449627791589578,0.3021016394423155,0.2772206520754764,0.2975035387320077,0.2894539698172751,0.27448465471602,0.2427506364681439,0.2335262223211598,0.2280210640565788,0.217003864789134,0.206190419918859,0.1892950150697206,0.1692124556253137,0.1566295730109757,0.1465181768083822,0.1370319594514521
AUSTRIA,FEMALE,c60c64,0.239584,0.2496971712019352,0.2953017398973542,0.3394849709087841,0.3405445354221565,0.2988424568249164,0.2747488496977939,0.2952331738055333,0.2875940309821519,0.2729545510610783,0.2416408260111403,0.2324514933382575,0.226951985221997,0.2160035789000472,0.2052378391520254,0.1884107992881596,0.168404290924176,0.1558646280696857,0.1457785507699844
AUSTRIA,FEMALE,c65c69,0.236911,0.2331767217471841,0.2435017218668536,0.2883908852668563,0.3321243786997906,0.3338334089378071,0.2936426384195008,0.2705957753814003,0.2911727917995773,0.2839804880351936,0.2697571292968387,0.2389392652022677,0.2299289361969135,0.2245484018189381,0.2137984811449475,0.2032134314709439,0.1866144762431132,0.1668502208988874,0.1544571272127308
AUSTRIA,FEMALE,c70c74,0.196314,0.2249572955340187,0.222267390378703,0.2328377095167708,0.2765773035175507,0.3194972498427353,0.3220053274361418,0.2842745768757552,0.2626451594911979,0.2830442974537146,0.2764733820810403,0.2630037447276251,0.2331906752788994,0.2245955219647813,0.2195438522662071,0.209237892531677,0.1990906014341932,0.1829850510558804,0.163780170948868
AUSTRIA,FEMALE,c75c79,0.15496,0.1769329353505786,0.2043738883792786,0.203270621071844,0.2140935476142555,0.2558630867860209,0.2971253224458257,0.3013345029185504,0.2672504289888723,0.2477213527573117,0.2677619456444211,0.2622881457795917,0.2500485894129729,0.2221671728706229,0.2144320291772574,0.2100510940648861,0.2006319136783055,0.1912594161132453,0.1761513862123042
AUSTRIA,FEMALE,cover80,0.2762119799578331,0.2822742408862839,0.303486369456772,0.3452580419148591,0.3784944911823218,0.41271575514698655,0.475887946681511,0.5623408107183855,0.6332321819363957,0.6523312122816857,0.6406130578610421,0.646848975617409,0.6540484029141314,0.6559405545984786,0.6354502250281076,0.6137549558538679,0.5971808164138015,0.5829940654545961,0.5698728374289586
AUSTRIA,MALE,c0c4,0.1983089999999999,0.190053756464402,0.180518949313792,0.165741373604554,0.14837175760809,0.1387298685406499,0.131987610376999,0.126041997065288,0.118877094857058,0.111962503855635,0.104229454678976,0.0972659966749266,0.0915850942907042,0.0865801372211381,0.0814800549647747,0.0760453362802538,0.0704699703543355,0.0651527851991473,0.060385593871567
AUSTRIA,MALE,c5c9,0.211147,0.20327436612666,0.193221581978201,0.182775507042827,0.167837740888161,0.150346681629516,0.140719345926032,0.133986811435547,0.127953598298519,0.120609155264514,0.113517656119929,0.105469785597965,0.0982452722349029,0.0923544875222038,0.0871629115592453,0.0818820940233071,0.0762782472636286,0.0705564176179813,0.0651156910386849
AUSTRIA,MALE,c10c14,0.224927,0.213979999905581,0.205362004297626,0.194740699635924,0.184266147456341,0.16923976444478,0.1516796704608609,0.1420702731767349,0.1353532078825469,0.129273408530836,0.121821447396428,0.114509113283326,0.106253208589347,0.0988534790341241,0.0928184249737963,0.0874957925697749,0.0820868142087756,0.0763639994659394,0.0705379366726584
AUSTRIA,MALE,c15c19,0.258108,0.2263234310843003,0.2149135668626293,0.2061138419039028,0.195517119544564,0.1850509110494169,0.1699979672620087,0.1524186731405765,0.1428313196952453,0.1361330363084367,0.1300367881857293,0.1224571543192748,0.1150152771833956,0.1066354707492941,0.0991310328108996,0.0930092817442749,0.0876060502810332,0.0821197265232196,0.0763272480882654
AUSTRIA,MALE,c20c24,0.265717,0.2591584975090596,0.2269676724243809,0.2153539767689365,0.2066912584781102,0.1961544024488818,0.1857338456233012,0.170687792666341,0.153110634174402,0.1435550915557775,0.1368824056014688,0.1306741238163558,0.1229705880880567,0.1154017459137018,0.1069025576768795,0.0992966579276233,0.0930867449942109,0.0876034190448356,0.0820413489622963
AUSTRIA,MALE,c25c29,0.281228000281228,0.2765838064671757,0.2664442412226571,0.2323857195265472,0.2209370139475679,0.2125839255303938,0.2020903877089356,0.1916337544752099,0.1762989792133812,0.1584314277404666,0.1488446632231638,0.141399012456286,0.1344779593008169,0.1260138132435853,0.1176785920512365,0.1084590542090113,0.1002361566697555,0.0934940913579762,0.0875169656877513
AUSTRIA,MALE,c30c34,0.267209,0.2929517254299597,0.284901154836524,0.272689295321032,0.2391934561504671,0.2281475749365403,0.2204169631812192,0.2099048855455238,0.1993595796774274,0.1836184202665045,0.165376283768821,0.1546079259217782,0.1462078198365557,0.1383991083114946,0.1290073222527341,0.1197583023742709,0.1096981180751684,0.1007627912765542,0.0934050591733852
AUSTRIA,MALE,c35c39,0.297983,0.2756077616727058,0.2987462835915819,0.2897470246016974,0.2777255158565583,0.2446965982771454,0.2340010613381364,0.2267787304178274,0.2162664032194682,0.2056662040743085,0.1896057357721886,0.1702248032395048,0.1585497535250044,0.1493978015903395,0.1408807207999009,0.1307594040085699,0.1208058157011563,0.1101173308998312,0.1006540144508335
AUSTRIA,MALE,c40c44,0.353432999646567,0.3025119085602292,0.2790447285747638,0.3013422954785377,0.2928904142248028,0.2810645101587622,0.2483861524588956,0.2379647819578178,0.2310874392522001,0.2206309356607659,0.2100228627072436,0.1932052789136997,0.1730618639820626,0.1607663712031266,0.1510899011219989,0.142077007756897,0.131452139586895,0.1210316857383327,0.1099438717314383
AUSTRIA,MALE,c45c49,0.3561459999999999,0.3533372109114057,0.3027022124245069,0.2792311621525235,0.3017525430453768,0.2937617976279502,0.2822055387390156,0.2499413764508794,0.2397625824202358,0.2331488813358246,0.2227834051711584,0.2118486311135931,0.1946387881189341,0.1741127829243192,0.1614872978187809,0.1515300525166301,0.142243488475094,0.1313609691492898,0.1207144474384468
AUSTRIA,MALE,c50c54,0.300692,0.3522011006052432,0.3495321329932038,0.3000456543056046,0.2773430306215262,0.3000088239427191,0.2925240086627246,0.281366715924393,0.2496298036295108,0.2397286820871741,0.2333488949257727,0.2229429887898312,0.211895510061206,0.1945606149299997,0.173922166272398,0.1611809323480829,0.1511090010147639,0.1417229130674824,0.1307638332271319
AUSTRIA,MALE,c55c59,0.243636,0.2939998213371973,0.3447191503790747,0.3427944615955979,0.2950846859864607,0.2733582276574851,0.2961451069540382,0.2892825721341058,0.2786112412919352,0.2475746950479322,0.2379849250810544,0.2316239573094547,0.221344885481626,0.210386286475296,0.1931684100922727,0.1726689097537585,0.1599880416752246,0.1499733272704185,0.1406465431033959
AUSTRIA,MALE,c60c64,0.224317,0.2348207812860901,0.2841149133910444,0.3340216861709296,0.3330950703321664,0.2876292166288122,0.2671788408963348,0.2900645378443423,0.2838864111506202,0.2738118189967491,0.2436570441041346,0.234339254022231,0.2281678645794263,0.2181678036361895,0.2074625631943368,0.1905724146124683,0.1704068574782135,0.1579562982698745,0.1481193988141152
AUSTRIA,MALE,c65c69,0.2110690002110689,0.210944297649339,0.2219788392639471,0.2697866450020604,0.3184330514105516,0.3187271174973873,0.2763457746465969,0.2575968742125615,0.2803957187198121,0.2750303334852684,0.2656929415040748,0.236741360512731,0.2279382393633077,0.2221737925888818,0.2126605134653453,0.2024484558814948,0.1861452144381495,0.1666171495344674,0.1545980585697909
AUSTRIA,MALE,c70c74,0.161794,0.1901037874555479,0.1917125079687313,0.2031862663331944,0.2485169768316565,0.294977394044269,0.2968841943663902,0.2587917332089947,0.2422757478290506,0.2645992469608531,0.2602245873973754,0.2519395796263129,0.2249554062641265,0.2170346029621751,0.2119163497181871,0.2032762033785113,0.1938781205581358,0.1785972588966861,0.1601400017752708
AUSTRIA,MALE,c75c79,0.1126269999999999,0.1343722830376421,0.1605241825098392,0.1639381067729319,0.1754100334098474,0.2165933120805235,0.2594627290379594,0.2633287669811519,0.2311954858209195,0.217657861001934,0.2387931656141315,0.2357679910131053,0.229121331569996,0.205356856936775,0.1987733512438974,0.1948145055746264,0.187497608783599,0.1794134298367405,0.1658066955602267
AUSTRIA,MALE,cover80,0.12716599542246101,0.146427488432445,0.17439086088397437,0.21372966498470447,0.242773982571862,0.2701949069454551,0.3218155442416357,0.3936454485052911,0.4463263635507616,0.4523322582106921,0.4411753353188024,0.4517176104015011,0.462733860294051,0.4693775898934235,0.4558714790675711,0.4416667679821328,0.4324502584617586,0.4245080043883585,0.4166474645005865
BELGIUM,FEMALE,c0c4,0.30088,0.28418313166785,0.264708099652836,0.243130593846474,0.223016097996274,0.216945893890093,0.213412573449594,0.206088519301008,0.192781719929417,0.179836280938763,0.167810900006104,0.158839681538902,0.152460120590638,0.146234380227678,0.138307634795312,0.128961576050916,0.119661527039719,0.111509493771707,0.104718334793489
BELGIUM,FEMALE,c5c9,0.2938,0.307445962041372,0.288579758486318,0.2678693629940369,0.246132978138174,0.225852042349489,0.21972920684772,0.216164574316782,0.2087238802423769,0.195227759310387,0.182092718187681,0.169659683379665,0.160350064451386,0.153679178044458,0.147169721647759,0.138958322722324,0.129343425057831,0.119805730297468,0.111447293680856
BELGIUM,FEMALE,c10c14,0.288819,0.297603116006491,0.31016859000982,0.29057283828262,0.269837413674771,0.248019022533347,0.227650810027465,0.221509634003834,0.217927959882409,0.210422539149381,0.196814494292848,0.183400923436995,0.170720056229908,0.161200217918671,0.154341708219969,0.147650614257209,0.139256486110735,0.129471566811466,0.119783804340119
BELGIUM,FEMALE,c15c19,0.3043119999999997,0.2909110449432793,0.2989762198351717,0.3111997295719499,0.2916229547706975,0.2708889801272445,0.249041672389103,0.2286337127955353,0.2224873329666275,0.2189010274417246,0.2113652531671239,0.1975993995638292,0.1840331934066817,0.1712143142295644,0.1615741199603624,0.1546090858111119,0.1478143125846348,0.1393196749405014,0.1294430855098726
BELGIUM,FEMALE,c20c24,0.3151369999999997,0.3059598948673844,0.2919251928660411,0.2996765831169507,0.311933274329666,0.2923844906635824,0.2716669518430237,0.2498081040392616,0.2293786649709972,0.2232331205780634,0.2196484377321684,0.2120021593797415,0.1981162355957075,0.184431461145251,0.1715039007480751,0.1617699773096213,0.1547206303347154,0.1478448240509125,0.1392725416238936
BELGIUM,FEMALE,c25c29,0.3318890000000009,0.322991050853937,0.3111616402398127,0.2956940675255911,0.3034672412320729,0.3158658231666822,0.2963474771537532,0.2756050621276066,0.2536191761749969,0.23303274916674,0.2268540873233499,0.2228007162453342,0.2146563681251766,0.2002248365061905,0.1860153683799274,0.1726086578318601,0.1624548755915912,0.1550252676550809,0.1477853394942382
BELGIUM,FEMALE,c30c34,0.3427480000000003,0.3502339742688368,0.3364349558800414,0.3210281177824989,0.3053886277818036,0.3131761714175735,0.3258963239253686,0.3063874535315598,0.2855645343610221,0.2632089608369209,0.2421619079553308,0.2347234993555415,0.2295520451814802,0.2202023687726434,0.2044596247053568,0.1889999159563875,0.1744524945499061,0.163293814239858,0.1549446802068491
BELGIUM,FEMALE,c35c39,0.3680880000000002,0.3567862919215275,0.3610094532088554,0.3451050134370515,0.3296426842339623,0.3138821153885758,0.3217144785499186,0.3347269412812418,0.315251224130379,0.2943786211851047,0.2717208673371674,0.2493015161558993,0.2407496937007887,0.2345666038208011,0.2241321749381932,0.207241237427087,0.1907054217328966,0.1751920074133824,0.1631822546404547
BELGIUM,FEMALE,c40c44,0.3880129999999999,0.3761694953176667,0.3627103813380997,0.3658277352512479,0.350477898298416,0.3350451019483208,0.3192549094818981,0.3271488517607388,0.3403724988063672,0.3209799025435718,0.3001224383752337,0.2765752507429122,0.2532817048581473,0.2439904636371162,0.2371232898324526,0.2259674653459988,0.2083410913198494,0.1911283617255197,0.1750205635510079
BELGIUM,FEMALE,c45c49,0.3981619999999993,0.3913525876840037,0.3784179174727259,0.364303401236045,0.3678541350818649,0.3529486480570223,0.337628083509965,0.3219236196840597,0.3298916089181433,0.3432610869992115,0.3240032254685496,0.3027101218172493,0.2787011114583942,0.2549487001471117,0.2452405180540409,0.2379789599469462,0.2264203058631598,0.2084062166072945,0.1908402439831536
BELGIUM,FEMALE,c50c54,0.3800250000000001,0.3980196068741979,0.390693815644218,0.3776397998054442,0.3639343517701346,0.3678521504445345,0.3533573218494575,0.3382568044718614,0.3227380613117246,0.3307943312888974,0.3442877039535523,0.3249162641011526,0.3034466524523892,0.2792402130369195,0.2552786832360226,0.2453503122906031,0.2378748043785077,0.2261144613062217,0.2079088013458828
BELGIUM,FEMALE,c55c59,0.3473950000000003,0.3768628553484324,0.3947041863639451,0.38759127109159,0.3751096356241969,0.3619158568515628,0.3661449933228422,0.3521272222751912,0.3373439668289981,0.3220945633948973,0.3302635424913226,0.3436270728347755,0.3243212218962259,0.30287447911706,0.2786653722641225,0.254685431191258,0.2446873331413402,0.2371389175521944,0.2253034515309259
