REGION_WILIAM,SEX_WILIAM,AGE_WILIAM,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AUSTRIA,FEMALE,c0c4,0.188122,0.199101254490862,0.211851610853355,0.220293159976922,0.224735755504714,0.221463982109318,0.225577714223234,0.237422999503204,0.252584416077087,0.263145091897506,0.26912164152483,0.2708890027169039,0.271871708237476,0.275857444594031,0.281963799018935,0.286642957018148,0.287730253932171,0.285794586335045,0.2831182773819999
AUSTRIA,FEMALE,c5c9,0.2001939999999999,0.195780088161951,0.206246558914707,0.219758662829571,0.227871426476928,0.232132681411282,0.228903132521463,0.233032155150949,0.244689041850106,0.259439537375328,0.2695791611070069,0.274465849453938,0.2752233432623739,0.2753353222543689,0.278553021433,0.283928614588856,0.287895907688389,0.288310780868213,0.285761129706638
AUSTRIA,FEMALE,c10c14,0.213251,0.204569520470783,0.20039017525136,0.2114924804957109,0.224979495000338,0.232942598313554,0.2371240445591269,0.233937243785307,0.238098028180156,0.249655469879114,0.264166912662061,0.273580664427134,0.277737558337726,0.2778164336023639,0.277335291831534,0.280018105449178,0.284881202111066,0.288351603596201,0.288299633293809
AUSTRIA,FEMALE,c15c19,0.245897,0.2156997997803833,0.2070131398259134,0.2034788695210671,0.2146568146535273,0.2281699831350629,0.2360784440898492,0.2402390533442499,0.2370802692447532,0.2412624916386741,0.2527731937490542,0.2668675251348518,0.2758270464239271,0.2795254271559789,0.2791771591096904,0.2783173476842845,0.2806549282552437,0.2851867375363545,0.2883384218962396
AUSTRIA,FEMALE,c20c24,0.256952,0.2486055901062271,0.218373985268351,0.2101893366009745,0.2069093124055376,0.2181843421395253,0.2317354376185941,0.239584462913158,0.2436926709867983,0.2405268664109855,0.2447103917186897,0.2557598698261318,0.2693856475987352,0.2778513932231027,0.2810629271288544,0.2802649562511171,0.2790060088983915,0.2809785772759001,0.2851630567484225
AUSTRIA,FEMALE,c25c29,0.274573999725426,0.2751663892586464,0.2660925869625286,0.2379424071372462,0.2300597638286608,0.2276873130066622,0.2394090619853671,0.2530839143713219,0.2604749995450228,0.264096427647416,0.2606775478818608,0.2618656334694149,0.2703106923284628,0.2813246032947307,0.2870860777514872,0.2876453957134476,0.2844151860095626,0.2809817629769956,0.2809439580082061
AUSTRIA,FEMALE,c30c34,0.264156,0.293014414932129,0.2938410276230545,0.287252079034851,0.2604368665715572,0.2536879244556936,0.2532600825396525,0.2655864763608613,0.2794856353135216,0.2863996505758043,0.2896054324133486,0.2819149425809446,0.279547150848187,0.2848974493079501,0.2928284628161857,0.2954196660312403,0.292908733097693,0.2868769102349935,0.2809280853796754
AUSTRIA,FEMALE,c35c39,0.298314999701685,0.2776795013735618,0.3067605088425716,0.3112981796918316,0.3048892983048564,0.2790966856477407,0.2732891566012945,0.2743868613637747,0.2872496818768391,0.3013347102053518,0.3078636785378593,0.3076520653787743,0.2966080765410235,0.2914289474153703,0.2942870115826918,0.2997391780532148,0.2998403397728854,0.2949710567740932,0.2868137030069716
AUSTRIA,FEMALE,c40c44,0.347956,0.3064564935072394,0.2870065043515764,0.3184431402033201,0.3243298396180269,0.3180795172932625,0.2928341496863667,0.2876252624724976,0.2896943747714842,0.3029539145562425,0.3171353841746156,0.321385266178227,0.3187038032614304,0.3053210143871846,0.2981588247937248,0.2992288252363465,0.3029270208344664,0.3013252878218003,0.2948933943506269
AUSTRIA,FEMALE,c45c49,0.348693999651306,0.3509484724853843,0.3107436117923497,0.2931593718691849,0.3253631428555335,0.3321733043287276,0.3261522010432541,0.3013247943370642,0.2965120585006578,0.2991704716769686,0.3126968640391005,0.3256713635306303,0.3284856261211603,0.3243032712194577,0.3095242728096967,0.3011643182334672,0.301147545889551,0.3038004050026907,0.3012206451755268
AUSTRIA,FEMALE,c50c54,0.302481000302481,0.3488364142283938,0.3514944940829798,0.3131960289750509,0.2966082446884019,0.3293990097919113,0.3369206903099218,0.3311394879166821,0.3066691888699459,0.3021451375471218,0.3052013902965217,0.318190288034216,0.3303371018900579,0.3322173601142801,0.3270857628632349,0.3114382201186349,0.3023283646608617,0.301630400942234,0.3036463345107411
